2	2	0	2	3	4	12	15	3	8	0	0	1	12	9	
8	0	0	0	0	2	6	4	0	6	2	0	0	7	8	
1	0	0	1	0	1	4	2	0	3	8	0	0	17	3	
9	21	5	15	6	18	1	10	24	2	3	28	25	6	1	
1	20	0	5	9	17	7	9	0	19	0	0	0	2	4	
0	0	0	5	1	1	0	0	4	1	0	0	0	0	0	
1	0	0	1	0	3	4	5	1	9	0	0	0	0	5	
0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	
6	24	1	7	4	15	20	8	36	9	2	1	29	6	3	
0	16	0	6	5	17	0	12	9	5	0	0	27	0	2	
0	0	1	5	1	0	5	4	0	1	0	0	0	6	3	
18	26	0	5	4	29	15	15	31	29	7	2	8	8	14	
10	5	1	0	0	3	8	2	4	5	3	2	7	3	11	
5	0	0	2	0	0	7	0	0	2	3	0	0	28	1	
5	10	4	16	14	11	1	2	8	1	8	11	27	3	2	
0	0	0	0	1	1	12	4	0	1	6	0	2	3	7	
0	11	0	5	4	10	1	12	14	10	1	0	14	0	5	
1	22	0	4	1	5	6	9	6	13	1	2	16	4	10	
2	35	3	9	3	10	5	5	16	10	6	4	36	6	6	
0	0	0	0	0	0	2	0	0	1	0	0	0	7	5	
12	42	1	3	8	18	7	4	26	1	7	15	27	3	0	
0	0	0	5	0	3	6	6	1	8	2	0	3	8	4	
0	11	0	3	1	1	7	25	5	24	0	0	9	6	19	
1	0	0	0	0	0	5	1	1	4	1	0	0	7	1	
4	24	3	6	5	19	2	18	9	14	0	0	13	3	12	
3	20	0	9	17	18	0	7	21	9	0	2	1	2	1	
0	0	0	0	0	0	5	0	0	1	3	0	0	5	2	
2	0	0	3	0	0	4	7	0	4	1	0	0	10	0	
0	0	0	0	0	0	5	1	0	4	1	0	0	3	13	
5	0	0	0	0	0	23	1	0	2	30	0	1	25	2	
7	12	0	16	5	16	12	28	20	25	2	0	15	8	22	
2	3	0	19	2	7	2	29	4	24	3	1	3	5	16	
17	64	0	14	8	21	6	5	25	0	11	6	64	5	2	
4	6	0	5	7	13	2	7	10	13	1	1	20	1	6	
5	0	0	0	0	1	14	2	0	0	18	0	0	30	12	
6	3	0	0	0	1	6	3	1	7	5	1	1	4	6	
5	22	2	12	4	9	6	14	31	15	1	3	20	3	7	
2	1	0	4	0	6	16	15	0	7	4	0	0	5	9	
0	0	0	2	0	0	11	0	0	4	0	0	0	3	11	
2	10	0	9	15	16	0	7	22	10	0	0	5	1	2	
1	0	0	0	0	0	7	1	0	3	4	1	1	10	3	
11	82	4	8	15	23	14	6	39	4	1	49	68	17	9	
12	2	0	1	2	1	1	3	2	7	5	0	2	6	4	
0	0	0	0	0	1	0	10	0	9	0	0	0	0	1	
0	13	1	3	0	5	16	17	2	16	1	0	21	2	24	
4	1	0	1	0	2	7	0	0	3	7	1	0	43	3	
0	6	0	1	5	19	3	6	7	10	0	0	20	0	9	
5	1	1	2	0	4	6	0	1	0	27	0	3	29	1	
1	3	0	5	2	2	0	13	2	8	1	0	0	0	2	
0	0	0	0	0	0	2	1	0	4	0	0	0	5	3	
