0.000196	0.008031	0.000196	0.000196	0.006072	0.000196	0.317532	0.147111	0.000196	0.201959	0.000196	0.000196	0.000196	0.000196	0.317532	
0.021376	0.000212	0.000212	0.000212	0.000212	0.000212	0.360000	0.000212	0.002328	0.000212	0.495450	0.000212	0.000212	0.015026	0.103915	
0.433116	0.013299	0.000261	0.000261	0.000261	0.000261	0.000261	0.000261	0.000261	0.448761	0.013299	0.000261	0.002868	0.000261	0.086310	
0.000171	0.000171	0.000171	0.000171	0.000171	0.000171	0.003581	0.835635	0.000171	0.158738	0.000171	0.000171	0.000171	0.000171	0.000171	
0.026087	0.000322	0.074396	0.270853	0.100161	0.000322	0.000322	0.000322	0.042190	0.000322	0.051852	0.051852	0.380354	0.000322	0.000322	
0.088912	0.344456	0.000211	0.000211	0.000211	0.057233	0.000211	0.000211	0.219852	0.000211	0.000211	0.099472	0.186061	0.000211	0.002323	
0.025695	0.216529	0.000150	0.000150	0.160932	0.578663	0.000150	0.003156	0.010669	0.001653	0.001653	0.000150	0.000150	0.000150	0.000150	
0.000200	0.000200	0.000200	0.000200	0.002202	0.000200	0.000200	0.000200	0.000200	0.432633	0.000200	0.000200	0.000200	0.000200	0.562763	
0.068738	0.000129	0.000129	0.000129	0.000129	0.000129	0.222783	0.000129	0.000129	0.027314	0.173592	0.000129	0.000129	0.490744	0.015663	
0.004019	0.346603	0.009761	0.000191	0.000191	0.000191	0.000191	0.000191	0.143732	0.000191	0.000191	0.078660	0.415502	0.000191	0.000191	
0.000199	0.008143	0.002185	0.000199	0.000199	0.000199	0.000199	0.466931	0.000199	0.518570	0.000199	0.000199	0.000199	0.000199	0.002185	
0.000143	0.000143	0.000143	0.000143	0.000143	0.000143	0.061792	0.000143	0.000143	0.000143	0.000143	0.003011	0.000143	0.933477	0.000143	
0.005714	0.136327	0.000272	0.011156	0.030204	0.158095	0.000272	0.000272	0.147211	0.095510	0.000272	0.000272	0.318639	0.000272	0.095510	
0.000232	0.000232	0.000232	0.000232	0.000232	0.000232	0.555401	0.000232	0.000232	0.000232	0.035075	0.000232	0.002555	0.000232	0.404413	
0.000168	0.000168	0.000168	0.509807	0.094049	0.016932	0.000168	0.000168	0.375692	0.000168	0.000168	0.001844	0.000168	0.000168	0.000168	
